"","Codi","Any","Usuaris_sexe_Dependencia_Dona","Usuaris_sexe_Dependencia_Home","Hores_SAD_Dependencia_Dona","Hores_SAD_Dependencia_Home","Total_Hores_SAD_Dependencia","Total_Usuaris_SAD_Dependencia","Municipi","Usuaris_sexe_Social_Home","Usuaris_sexe_Social_Dona","Hores_SAD_Social_Home","Hores_SAD_Social_Dona","Total_Hores_SAD_Social","Total_Usuaris_SAD_Social","Total_Usuaris_SOCDEP_Home","Total_Usuaris_SOCDEP_Dona","Total_Usuaris_SOCDEP","Total_Hores_SOCDEP","Homes","Dones","De 0 a 30","De 31 a 50","De 51 a 70","De 71 a 100","Total_POB_MUNI","Perc_SAD_POB_MUNI","Perc_SAD_Dones","Perc_SAD_Homes_Muni","Perc_SAD_USUARIS_0_a_30_A","Perc_SAD_USUARIS_31_a_50_A","Perc_SAD_USUARIS_51_a_70_A","Perc_SAD_USUARIS_71_a_100_A","Altitud (m)","Superficie (km2)","Perc_pob","Densit_pob","Perc_Densit_pob","Densit.pob.De_71_a_100","perc.Densit.pob.De_71_a_100","RFDB milers d'euros","RFDB per habitant. Milers d'euros","RFDB per habitant. Índex Catalunya = 100","Perc_VO_RFD_me","Perc_VO_RFD_me_CUTTED","VO_RFD_Dico","Esperanca_vida_H_I_D_BCN_PROV","Esperanca_vida_H_BCN_PROV","Esperanca_vida_D_BCN_PROV","VS_65_Homes_CAT","VS_65_Dones_CAT","Total_VS_65_HD_CAT","VS_AN_Homes_CAT","VS_AN_Dones_CAT","Total_VS_AN_HD_CAT","Total places Residències","Places Centres de dia","MEAN_VALORACIO_SIT_ECO_CAT","MEAN_VALORACIO_SIT_POL_CAT","MEAN_INTERES_POL","MEAN_STF_DEM","MEAN_CONFI_POL","MEAN_IDEOLOGIA","MEAN_SENT_PERT","VO PIB milions d'euros","VO PIB  per habitant. Milers d'euros","PIB  per habitant. Índex Catalunya = 100","Perc_VO_PIB_ME","VO_PIB_Dico","PERC_VO_PIB_ME_CUTTED","Índex de Gini (CAT)","Índex de ràtio S80/S20 (CAT)","Taxa de risc de pobresa o exclusió social (taxa AROPE)","Població en risc de pobresa (després de transferències socials)","Població que viu en llars amb intensitat de treball molt baixa (1)","Població amb privació material severa","PIB (CAT)","Producció de béns públics de caràcter social","Soport financer als ens locals","Deute públic","Pressupots Consell Comarcal Vallès Oriental (milions €)","Perc_Homes_CAT_Sota_Llindar_pobresa","Perc_Dones_CAT_Sota_Llindar_pobresa","Perc_Total_Pob_CAT_Sota_Llindar_pobresa","Anys_Dependencia","Anys_Dependencia_Cutted","Nombre de pensions","Nombre de pensionistes","Pensions per pensionista","Perc_N_Pens"
"11","080410",2011,24,6,2618.2,568.5,3186.7,30,"Canovelles",NA,NA,NA,NA,NA,NA,6,24,30,3186.7,8233,7618,6114,5182,3273,1282,15851,0.189262507097344,0.315043318456288,0.0728774444309486,0.490677134445535,0.578927055191046,0.916590284142988,2.34009360374415,175,6.66,4.00158538617281,2380.03003003003,7.06073100291595,192.492492492492,8.91320238139217,218694,137,825,9.91072399666461,"Alta","RFD VO me Per sota la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,272.9,17.2,61.8,2.67226775554968,"PIB VO ME Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","2709",2480,"1.09",5.7280118255728
"12","081075",2011,16,7,1731.4,808.3,2539.7,23,"Lliçà d'Amunt",34,106,772.5,3977.5,4750,140,41,122,163,7289.7,7332,7124,5095,5181,3001,1179,14456,1.12755949086884,1.71252105558675,0.559192580469176,3.19921491658489,3.14611078942289,5.43152282572476,13.8252756573367,145,22.33,3.64941759778652,647.380206000896,1.92055454490503,52.7989252127183,8.20641088062891,247861,171,1028,9.6271354707202,"Alta","RFD VO me Per sota la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,291.7,20.2,72.7,2.85635948806831,"PIB VO ME Per sota la mitjana","Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","2379",2200,"1.08",5.08130081300813
"13","080885",2011,27,15,497.4,299.3,796.7,42,"La Garriga",20,62,584,833,1417,82,35,89,124,2213.7,7389,7847,5407,5237,3080,1512,15236,0.813861906012077,1.13419141073022,0.473677087562593,2.29332346957647,2.3677678059958,4.02597402597403,8.2010582010582,252,18.8,3.84632861924982,810.425531914894,2.40425398274237,80.4255319148936,8.90040028255239,269734,176,1058,9.71224485166479,"Alta","RFD VO me Per sota la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,349.8,22.9,82.4,3.42528127845833,"PIB VO ME Per sota la mitjana","Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","2668",2344,"1.14",5.41389504804139
"14","082592",2011,14,4,2192.5,540,2732.5,18,"Santa Maria de Palautordera",6,33,380.5,2257.75,2638.25,39,10,47,57,5370.75,4677,4420,3181,3248,1870,798,9097,0.626580191271848,1.06334841628959,0.21381227282446,1.79188934297391,1.75492610837438,3.04812834224599,7.14285714285714,208,16.94,2.29653790032263,537.012987012987,1.59313294308444,47.1074380165289,8.64167627835448,138906,152,915,9.55374454156731,"Alta","RFD VO me Per sota la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,170.8,18.7,67.5,1.67249297415861,"PIB VO ME Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","1599",1403,"1.14",3.24048410938655
"15","081810",2011,27,13,3489.6,2208.5,5698.1,40,"La Roca del Vallès",11,63,523,5145.6,5668.6,74,24,90,114,11366.7,5193,5110,3613,3792,2095,803,10303,1.10647384257013,1.76125244618395,0.462160600808781,3.15527262662607,3.00632911392405,5.44152744630072,14.1967621419676,123,36.9,2.6009926335082,279.214092140921,0.828332236129626,21.7615176151762,8.47940865892291,184738,179,1075,9.77009822561376,"Alta","RFD VO me Per sota la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,419.4,40.7,146.6,4.10681237331453,"PIB VO ME Per sota la mitjana","Mig-Alt",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","1684",1494,"1.13",3.45066518847007
"16","082093",2011,11,4,1552.3,654.1,2206.4,15,"Sant Fost de Campsentelles",3,28,442,4634.75,5076.75,31,7,39,46,7283.15,4227,4194,2691,2759,2096,875,8421,0.546253414083838,0.929899856938484,0.165602081854743,1.70940170940171,1.66727075027184,2.19465648854962,5.25714285714286,112,13.15,2.1258816817211,640.380228136882,1.89978801670978,66.5399239543726,8.34677489290112,149568,178,1068,9.51570235945749,"Alta","RFD VO me Per sota la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,164.7,19.6,70.7,1.61276108222438,"PIB VO ME Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","1483",1345,"1.10",3.10652254249815
"17","080863",2011,22,13,1036.5,1564.05,2600.55,35,"Les Franqueses del Vallès",9,14,443.5,1471.5,1915,23,22,36,58,4515.55,9619,9074,7157,6813,3313,1410,18693,0.310276574118654,0.396737932554552,0.228714003534671,0.810395417074193,0.851313665052106,1.7506791427709,4.11347517730496,181,29.14,4.71904836437627,641.489361702128,1.90307843475144,48.3870967741935,9.03023176604492,293676,156,938,9.68318845281854,"Alta","RFD VO me Per sota la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,605.7,32.2,116.2,5.9310831056667,"PIB VO ME Per sobre la mitjana","Alt",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","2734",2424,"1.13",5.59866962305987
"18","082107",2011,5,NA,1315.1,NA,NA,NA,"Sant Feliu de Codines",8,15,374,900,1274,23,8,20,23,1274,3030,2960,2217,2100,1035,638,5990,0.383973288814691,0.675675675675676,0.264026402640264,1.03743797925124,1.0952380952381,2.22222222222222,3.60501567398119,480,15,1.51217566482715,399.333333333333,1.18468473573372,42.5333333333333,9.36720011745705,90866,151,905,9.77292306831882,"Alta","RFD VO me Per sota la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,72.5,12,43.4,0.709928223808545,"PIB VO ME Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","1230",1038,"1.18",2.39745011086475
"19","080142",2011,4,2,356.6,158.9,515.5,6,"Aiguafreda",8,2,527,183.25,710.25,10,10,6,16,1225.75,1200,1281,779,797,547,358,2481,0.644901249496171,0.468384074941452,0.833333333333333,2.05391527599487,2.00752823086575,2.92504570383912,4.46927374301676,404,7.9,0.626328518269809,314.050632911392,0.931680278107611,45.3164556962025,9.39139559286464,41568,168,1010,9.9813186443771,"Alta","RFD VO me Per sota la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","629",531,"1.18",1.22644124168514
"20","081154",2011,9,5,1239.2,854.4,2093.6,14,"Martorelles",15,14,1812,2022,3834,29,20,23,43,5927.6,2463,2440,1621,1564,1159,559,4903,0.877014073016521,0.942622950819672,0.812017864393017,2.652683528686,2.74936061381074,3.71009490940466,7.69230769230769,96,3.61,1.23776248491611,1358.17174515235,4.02922871866482,154.847645429363,9.11707035964496,82973,169,1017,9.50795777093033,"Alta","RFD VO me Per sota la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","1168",1034,"1.13",2.38821138211382
"21","082567",2011,3,1,428,300,728,4,"Santa Maria de Martorelles",NA,NA,NA,NA,NA,NA,1,3,4,728,430,411,297,306,161,77,841,0.475624256837099,0.72992700729927,0.232558139534884,1.34680134680135,1.30718954248366,2.48447204968944,5.19480519480519,181,4.51,0.212310473141842,186.474501108647,0.553205747246181,17.0731707317073,14.6110056925996,NA,NA,NA,NA,NA,NA,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","123",113,"1.09",0.260994087213599
"22","080399",2011,3,1,212.1,55,267.1,4,"Campins",NA,2,NA,335.25,335.25,2,1,5,6,602.35,249,231,159,185,103,33,480,1.25,2.16450216450216,0.401606425702811,3.77358490566038,3.24324324324324,5.8252427184466,18.1818181818182,321,7.29,0.121176013208185,65.843621399177,0.195335392029303,4.52674897119342,8.21113769760926,NA,NA,NA,NA,NA,NA,82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","55",48,"1.15",0.110864745011086
"23","081056",2011,15,5,1858.7,504,2362.7,20,"La Llagosta",7,26,390,2677,3067,33,12,41,53,5429.7,6859,6862,4811,4640,2984,1286,13721,0.386269222359886,0.597493442145147,0.174952616999563,1.10164207025566,1.14224137931034,1.77613941018767,4.12130637636081,45,3.03,3.46386682756148,4528.38283828383,13.4341553240569,424.422442244224,8.41990580966953,203564,150,897,10.1683163964626,"Alta","RFD VO me Per sobre la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,256.5,18.8,67.9,2.51167709526747,"PIB VO ME Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","2715",2491,"1.09",5.75341832963784
"24","089024",2011,3,2,498.2,600,1098.2,5,"Vilanova del Vallès",1,3,138,87,225,4,3,6,9,1323.2,2534,2441,1850,1949,868,308,4975,0.180904522613065,0.245800901269971,0.118389897395422,0.486486486486486,0.461775269368907,1.036866359447,2.92207792207792,91,15.2,1.25593888689734,327.302631578947,0.970994402997635,20.2631578947368,8.35594139989148,92853,186,1114,9.15224466703071,"Alta","RFD VO me Per sota la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,89.8,18,64.7,0.879331786179411,"PIB VO ME Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","573",506,"1.13",1.16869918699187
"25","082482",2011,12,4,530.2,244.8,775,16,"Santa Eulàlia de Ronçana",4,10,161.5,860,1021.5,14,8,22,30,1796.5,3447,3474,2384,2395,1429,713,6921,0.433463372345037,0.633275762809442,0.232085871772556,1.25838926174497,1.25260960334029,2.09937018894332,4.20757363253857,236,14.23,1.74720664044552,486.366830639494,1.44288320590767,50.1054111033029,8.95008642368086,117651,170,1017,9.54689746727385,"Alta","RFD VO me Per sota la mitjana",82.66,79.61,85.52,16.79,20.84,19,77.06,82.13,79.69,2738,800,4.09724310776942,3.4796992481203,2.36892230576441,2.8140350877193,4.65213032581454,4.80952380952381,7.71679197994987,104.8,15.1,54.4,1.02621348765704,"PIB VO ME Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,208341,16319.23,2911.88,5975.51,17.02,18.1,20.8,19.5,2.97,"Anys.Dep: Per sota la mitjana","1232",1101,"1.12",2.5429600886918
